Employee_ID,Training_Date,Training_Name,Training_Hours,Completion_Status,Assessment_Score
EMP11571,2025-07-25,Time Management,16,Cancelled,
EMP11572,2023-07-02,Time Management,8,Completed,71.2
EMP11572,2025-01-18,Advanced Excel,8,Completed,74.5
EMP11572,2022-03-30,Data Analytics,16,Completed,67.4
EMP11572,2022-04-25,Time Management,16,Completed,63.6
EMP11574,2024-09-07,Sales Negotiation,8,Completed,69.3
EMP11574,2023-11-16,Advanced Excel,40,Completed,72.1
EMP11575,2021-11-23,Leadership Essentials,8,Completed,100.0
EMP11575,2024-01-15,Data Analytics,8,In Progress,
EMP11577,2021-02-27,Customer Handling,24,Completed,85.9
EMP11579,2022-04-05,Power BI Fundamentals,16,Completed,100.0
EMP11582,2025-06-02,Advanced Excel,40,Completed,68.6
EMP11583,2022-07-26,Sales Negotiation,8,Completed,78.5
EMP11583,2021-10-21,Advanced Excel,24,No Show,
EMP11583,2021-07-18,Sales Negotiation,24,Completed,95.4
EMP11584,2024-03-18,Project Management,16,Completed,72.7
EMP11584,2026-01-16,Data Analytics,16,Completed,75.4
EMP11584,2025-04-23,Customer Handling,40,Cancelled,
EMP11585,2025-11-15,Data Analytics,8,In Progress,
EMP11586,2025-09-29,Advanced Excel,16,Completed,86.7
EMP11586,2025-07-08,Customer Handling,40,Completed,88.7
EMP11586,2025-10-10,Time Management,40,In Progress,
EMP11587,2026-04-16,Project Management,24,In Progress,
EMP11588,2024-05-20,Project Management,8,Completed,69.9
EMP11588,2025-02-04,Advanced Excel,24,In Progress,
EMP11588,2025-06-13,Advanced Excel,16,Completed,86.6
EMP11588,2024-01-16,Data Analytics,16,Cancelled,
EMP11589,2024-02-29,Sales Negotiation,16,Cancelled,
EMP11589,2022-09-23,Customer Handling,16,Completed,91.1
EMP11589,2023-05-06,Sales Negotiation,40,Completed,91.3
EMP11589,2022-05-09,Customer Handling,16,Completed,80.9
EMP11589,2019-06-04,Sales Negotiation,4,Completed,57.5
EMP11590,2023-01-03,Data Analytics,8,In Progress,
EMP11590,2024-01-10,Advanced Excel,24,In Progress,
EMP11591,2024-01-15,Time Management,16,Completed,100.0
EMP11592,2024-07-06,Sales Negotiation,40,Completed,69.1
EMP11592,2021-03-27,Leadership Essentials,8,Completed,90.7
EMP11592,2021-06-09,Project Management,8,In Progress,
EMP11593,2026-04-11,Customer Handling,4,Completed,90.5
EMP11594,2024-12-27,Cyber Security,24,Completed,77.5
EMP11595,2025-01-23,Cyber Security,4,Completed,69.0
EMP11596,2019-11-05,Time Management,16,Completed,94.1
EMP11598,2024-11-18,Data Analytics,16,Completed,82.6
EMP11598,2025-10-20,Sales Negotiation,8,Completed,73.0
EMP11599,2024-05-30,Project Management,8,No Show,
EMP11599,2023-08-05,Power BI Fundamentals,16,Completed,84.8
EMP11599,2025-07-19,Time Management,40,Completed,66.1
EMP11599,2022-08-28,Project Management,24,In Progress,
EMP11599,2022-04-16,Project Management,16,Completed,69.5
EMP11599,2025-07-30,Advanced Excel,8,Completed,100.0
EMP11600,2021-05-25,Cyber Security,4,Completed,65.4
EMP11600,2025-03-25,Power BI Fundamentals,8,Cancelled,
EMP11601,2023-08-19,Sales Negotiation,8,Completed,83.0
EMP11602,2021-10-05,Customer Handling,40,Completed,98.8
EMP11602,2026-02-06,Leadership Essentials,16,Completed,100.0
EMP11602,2023-07-09,Time Management,40,Cancelled,
EMP11603,2023-03-23,Leadership Essentials,24,In Progress,
EMP11603,2019-10-14,Communication Skills,4,Completed,53.7
EMP11603,2020-04-22,Power BI Fundamentals,4,Completed,72.4
EMP11603,2019-10-31,Leadership Essentials,24,In Progress,
EMP11605,2022-08-04,Data Analytics,40,In Progress,
EMP11606,2024-02-20,Advanced Excel,4,In Progress,
EMP11608,2022-12-28,Customer Handling,24,Completed,100.0
EMP11608,2023-06-08,Cyber Security,4,Completed,83.1
EMP11608,2023-07-27,Data Analytics,40,Completed,92.2
EMP11608,2026-04-07,Time Management,24,Completed,93.8
EMP11608,2025-11-24,Cyber Security,8,Completed,83.2
EMP11608,2022-05-21,Advanced Excel,16,Completed,92.9
EMP11608,2025-11-02,Communication Skills,16,Cancelled,
EMP11609,2026-03-13,Cyber Security,16,Completed,80.7
EMP11609,2025-10-17,Sales Negotiation,4,No Show,
EMP11610,2025-01-20,Advanced Excel,24,Completed,70.0
EMP11610,2025-03-06,Project Management,16,Cancelled,
EMP11610,2026-01-27,Sales Negotiation,24,Completed,82.5
EMP11613,2023-12-21,Sales Negotiation,40,Completed,100.0
EMP11613,2024-03-08,Power BI Fundamentals,16,No Show,
EMP11614,2024-08-27,Sales Negotiation,16,Completed,98.5
EMP11614,2025-08-05,Advanced Excel,4,Completed,90.1
EMP11614,2024-10-10,Advanced Excel,16,Completed,74.3
EMP11614,2025-06-18,Data Analytics,8,Completed,85.0
EMP11615,2024-09-23,Advanced Excel,4,Completed,65.5
EMP11617,2023-05-23,Cyber Security,8,Completed,79.1
EMP11617,2022-11-17,Cyber Security,8,Completed,84.6
EMP11618,2023-06-17,Communication Skills,8,Completed,60.8
EMP11620,2023-09-12,Cyber Security,8,Cancelled,
EMP11620,2024-12-26,Project Management,8,Completed,69.5
EMP11624,2020-06-19,Advanced Excel,24,In Progress,
EMP11624,2023-06-23,Project Management,8,Completed,78.2
EMP11624,2024-06-15,Project Management,8,Completed,84.1
EMP11624,2023-09-08,Time Management,16,Completed,66.2
EMP11624,2024-03-28,Sales Negotiation,24,Completed,93.4
EMP11625,2025-07-05,Communication Skills,16,Completed,74.8
EMP11625,2025-03-22,Sales Negotiation,4,Completed,98.3
EMP11626,2025-10-02,Advanced Excel,8,Cancelled,
EMP11628,2026-06-11,CUSTOMER HANDLING,16,Completed,60.6
EMP11628,2024-06-09,Sales Negotiation,16,Completed,86.5
EMP11628,2025-07-30,Leadership Essentials,24,Completed,74.4
EMP11629,2024-04-28,Power BI Fundamentals,8,In Progress,
EMP11629,2026-01-19,Data Analytics,4,Completed,66.4
EMP11630,2023-08-31,Sales Negotiation,8,Completed,78.8
EMP11631,2024-07-31,Data Analytics,4,Completed,63.3
EMP11632,2026-03-09,Communication Skills,8,Completed,79.4
EMP11634,2024-05-04,Project Management,24,Completed,61.8
EMP11636,2024-07-06,Time Management,8,In Progress,
EMP11636,2024-10-30,Leadership Essentials,16,Completed,72.6
EMP11637,2021-11-13,Time Management,8,Completed,78.2
EMP11638,2026-06-04,Cyber Security,8,Completed,98.1
EMP11638,2024-04-16,Leadership Essentials,8,Completed,82.2
EMP11638,2021-10-31,Project Management,16,Completed,82.1
EMP11639,2019-06-03,Cyber Security,16,Completed,75.8
EMP11639,2021-01-21,Sales Negotiation,8,In Progress,
EMP11640,2026-03-05,Communication Skills,16,No Show,
EMP11640,2024-01-27,Leadership Essentials,40,Completed,92.2
EMP11641,2025-08-09,Communication Skills,16,Completed,74.8
EMP11641,2023-10-09,Leadership Essentials,4,Completed,87.0
EMP11642,2025-04-18,Cyber Security,24,Completed,72.7
EMP11642,2025-07-26,CUSTOMER HANDLING,16,Completed,71.2
EMP11642,2023-08-11,Customer Handling,4,Completed,79.9
EMP11642,2023-07-25,Data Analytics,8,Completed,85.0
EMP11642,2025-03-20,Advanced Excel,24,Completed,48.1
EMP11643,2025-03-26,Data Analytics,24,Completed,82.7
EMP11644,2023-08-26,Advanced Excel,8,Completed,81.0
EMP11644,2022-03-17,Customer Handling,24,In Progress,
EMP11644,2022-02-12,Cyber Security,24,Completed,70.9
EMP11645,2023-02-11,Advanced Excel,16,Completed,87.8
EMP11648,2025-06-29,Customer Handling,24,Completed,75.2
EMP11651,2021-05-22,Sales Negotiation,4,Completed,62.1
EMP11651,2021-12-26,Cyber Security,40,Completed,93.2
EMP11651,2025-07-07,Power BI Fundamentals,24,Completed,74.5
EMP11651,2024-08-22,Communication Skills,8,In Progress,
EMP11652,2025-10-03,Customer Handling,16,In Progress,
EMP11652,2026-03-22,Data Analytics,16,Completed,77.7
EMP11653,2020-11-23,Leadership Essentials,4,Completed,82.1
EMP11653,2023-11-02,Advanced Excel,16,In Progress,
EMP11653,2023-11-12,Cyber Security,40,Completed,87.2
EMP11654,2024-03-31,Project Management,16,Completed,61.6
EMP11654,2025-01-18,Customer Handling,8,Completed,81.2
EMP11655,2023-08-20,Data Analytics,16,No Show,
EMP11655,2022-06-19,Communication Skills,24,Completed,90.7
EMP11655,2024-06-25,Project Management,8,Completed,73.5
EMP11655,2023-02-05,Cyber Security,16,Completed,71.7
EMP11656,2023-04-24,Sales Negotiation,8,Completed,84.7
EMP11657,2025-11-14,Sales Negotiation,8,Completed,78.0
EMP11658,2024-03-12,Power BI Fundamentals,16,Completed,100.0
EMP11658,2023-07-27,Data Analytics,8,Completed,96.8
EMP11658,2023-09-30,Cyber Security,8,Completed,72.7
EMP11659,2024-05-21,Project Management,40,Completed,100.0
EMP11659,2023-06-04,Time Management,24,Completed,77.0
EMP11659,2021-08-17,Cyber Security,24,In Progress,
EMP11659,2023-08-18,Leadership Essentials,4,Completed,78.4
EMP11659,2020-07-23,Power BI Fundamentals,4,Completed,76.6
EMP11659,2025-04-06,Time Management,24,Completed,74.5
EMP11660,2022-05-22,Communication Skills,16,Completed,83.9
EMP11660,2021-02-01,Advanced Excel,24,In Progress,
EMP11660,2024-05-02,Time Management,4,In Progress,
EMP11660,2024-01-09,Time Management,16,Completed,69.2
EMP11661,2025-03-18,Data Analytics,24,In Progress,
EMP11662,2022-01-30,Project Management,24,In Progress,
EMP11662,2023-08-05,Project Management,8,Completed,77.6
EMP11662,2022-07-04,Leadership Essentials,8,Completed,68.2
EMP11662,2024-12-11,Data Analytics,8,No Show,
EMP11662,2022-12-07,Sales Negotiation,4,In Progress,
EMP11664,2026-05-23,Data Analytics,24,No Show,
EMP11664,2026-04-06,Sales Negotiation,8,Cancelled,
EMP11664,2025-09-14,Project Management,40,No Show,
EMP11665,2025-01-14,Advanced Excel,8,Completed,84.2
EMP11665,2025-07-01,Cyber Security,8,Completed,83.8
EMP11666,2021-10-06,Customer Handling,8,Completed,80.3
EMP11666,2021-09-22,Power BI Fundamentals,8,Completed,83.0
EMP11666,2024-01-12,Leadership Essentials,24,Completed,66.8
EMP11666,2020-03-29,Sales Negotiation,24,Completed,78.6
EMP11667,2024-10-25,Data Analytics,24,Cancelled,
EMP11667,2022-12-25,Sales Negotiation,8,Completed,75.5
EMP11667,2025-05-10,Time Management,24,Completed,72.3
EMP11669,2021-07-20,Advanced Excel,16,Completed,85.3
EMP11669,2021-09-17,Leadership Essentials,8,In Progress,
EMP11669,2022-09-09,Communication Skills,8,Completed,85.2
EMP11669,2023-09-23,Communication Skills,16,Completed,72.0
EMP11670,2024-01-08,Cyber Security,24,Completed,85.8
EMP11671,2022-08-21,Power BI Fundamentals,16,In Progress,
EMP11672,2021-08-16,Data Analytics,8,Completed,83.2
EMP11672,2022-06-12,Time Management,40,Completed,66.1
EMP11673,2026-04-24,Cyber Security,16,Completed,46.6
EMP11674,2025-11-21,Communication Skills,16,Completed,88.5
EMP11674,2024-04-18,Project Management,8,Completed,69.3
EMP11675,2023-06-16,Communication Skills,8,Completed,86.1
EMP11675,2022-03-28,Communication Skills,16,Completed,82.4
EMP11675,2021-12-13,Time Management,24,No Show,
EMP11676,2024-10-26,Leadership Essentials,16,Completed,75.0
EMP11677,2024-04-01,Project Management,4,Cancelled,
EMP11678,2021-11-25,Project Management,16,Completed,79.8
EMP11678,2025-03-15,Leadership Essentials,40,Completed,81.1
EMP11678,2024-06-18,Customer Handling,16,Completed,85.3
EMP11679,2025-06-13,Customer Handling,16,Completed,70.8
EMP11679,2026-06-19,Power BI Fundamentals,24,Completed,81.9
EMP11680,2026-01-03,Advanced Excel,40,In Progress,
EMP11680,2022-05-25,Sales Negotiation,8,Completed,85.5
EMP11680,2023-05-13,Sales Negotiation,4,Completed,93.1
EMP11683,2026-04-10,Cyber Security,8,In Progress,
EMP11684,2025-10-13,Cyber Security,4,Completed,88.3
EMP11684,2025-12-18,Project Management,8,Completed,80.9
EMP11685,2023-06-18,PROJECT MANAGEMENT,16,Completed,77.6
EMP11685,2024-05-11,Power BI Fundamentals,24,In Progress,
EMP11685,2025-07-23,Cyber Security,16,Completed,83.3
EMP11685,2026-05-24,Power BI Fundamentals,8,Completed,70.1
EMP11685,2023-06-10,Project Management,8,Completed,85.8
EMP11685,2025-08-19,Advanced Excel,16,Completed,68.6
EMP11685,2024-02-21,Data Analytics,40,In Progress,
EMP11686,2023-07-16,Sales Negotiation,16,In Progress,
EMP11686,2021-10-09,Cyber Security,8,Completed,76.4
EMP11686,2022-10-28,Project Management,8,Completed,72.1
EMP11686,2022-05-08,Data Analytics,8,Completed,72.6
EMP11686,2021-03-30,Power BI Fundamentals,8,In Progress,
EMP11686,2023-09-19,Time Management,8,In Progress,
EMP11687,2024-01-17,Data Analytics,8,Completed,96.1
EMP11687,2025-07-09,Power BI Fundamentals,24,In Progress,
EMP11687,2021-10-12,Cyber Security,24,Completed,95.9
EMP11687,2021-11-15,Cyber Security,8,Completed,63.5
EMP11687,2025-02-25,Customer Handling,16,No Show,
EMP11688,2025-10-28,Cyber Security,16,Completed,52.3
EMP11689,2026-03-22,Customer Handling,16,Completed,79.2
EMP11689,2025-07-04,Time Management,16,Cancelled,
EMP11692,2023-04-29,Advanced Excel,4,Cancelled,
EMP11692,2022-07-16,Advanced Excel,16,In Progress,
EMP11692,2023-12-20,Advanced Excel,8,Completed,81.1
EMP11694,2023-04-06,Advanced Excel,16,No Show,
EMP11695,2023-12-19,Leadership Essentials,8,Cancelled,
EMP11696,2026-03-10,Time Management,8,Completed,77.2
EMP11697,2026-05-30,Cyber Security,24,In Progress,
EMP11698,2024-12-10,Advanced Excel,16,Completed,84.0
EMP11699,2023-04-15,Sales Negotiation,4,Completed,79.7
EMP11699,2024-08-05,Time Management,4,Completed,38.4
EMP11700,2026-03-25,Power BI Fundamentals,8,Completed,87.1
EMP11701,2022-04-06,Advanced Excel,8,Cancelled,
EMP11701,2020-08-17,Sales Negotiation,16,Completed,93.3
EMP11705,2023-09-21,Power BI Fundamentals,4,Completed,67.1
EMP11706,2021-07-31,Time Management,8,Completed,78.1
EMP11708,2022-06-29,Leadership Essentials,4,Completed,80.3
EMP11709,2022-05-09,Customer Handling,4,Completed,90.3
EMP11709,2021-01-04,Cyber Security,40,Completed,84.1
EMP11709,2020-04-06,Communication Skills,16,Completed,83.1
EMP11709,2021-07-19,Communication Skills,24,No Show,
EMP11710,2021-06-03,Sales Negotiation,8,Completed,80.8
EMP11710,2020-02-11,Power BI Fundamentals,16,Completed,72.5
EMP11710,2022-09-16,Cyber Security,16,Completed,73.8
EMP11710,2021-01-10,Advanced Excel,4,Completed,80.2
EMP11710,2022-02-06,Communication Skills,4,Completed,71.5
EMP11710,2024-03-12,Sales Negotiation,4,Completed,69.5
EMP11710,2021-11-20,Advanced Excel,24,Completed,80.3
EMP11710,2024-11-27,Project Management,4,Completed,73.1
EMP11711,2023-05-14,Sales Negotiation,4,Completed,68.8
EMP11711,2020-04-27,Cyber Security,16,Completed,68.2
EMP11713,2026-04-22,Cyber Security,24,Completed,75.3
EMP11713,2023-06-16,Leadership Essentials,24,Completed,82.5
EMP11715,2023-08-06,Project Management,16,Completed,67.4
EMP11715,2020-12-03,Communication Skills,8,In Progress,
EMP11715,2024-10-16,Power BI Fundamentals,40,Completed,64.5
EMP11715,2022-01-31,Customer Handling,4,Completed,77.9
EMP11715,2022-10-14,Customer Handling,8,Completed,81.2
EMP11715,2023-08-29,Customer Handling,16,Completed,80.1
EMP11715,2020-12-25,Customer Handling,8,Completed,98.8
EMP11716,2025-09-14,Cyber Security,40,Completed,87.8
EMP11716,2024-06-27,Communication Skills,16,Completed,88.4
EMP11721,2022-09-03,Leadership Essentials,4,Cancelled,
EMP11721,2024-06-11,Cyber Security,8,In Progress,
EMP11721,2024-07-11,Leadership Essentials,40,Cancelled,
EMP11722,2021-10-08,Leadership Essentials,8,In Progress,
EMP11722,2022-11-12,Leadership Essentials,24,Completed,72.2
EMP11722,2022-05-01,Data Analytics,8,In Progress,
EMP11723,2022-07-17,Project Management,24,No Show,
EMP11723,2023-01-11,Power BI Fundamentals,16,Completed,84.9
EMP11723,2023-07-06,Time Management,24,No Show,
EMP11724,2024-10-31,Project Management,8,No Show,
EMP11724,2023-01-03,Project Management,16,Completed,79.0
EMP11724,2023-02-21,DATA ANALYTICS,24,No Show,
EMP11725,2026-02-10,Time Management,8,Completed,94.8
EMP11725,2024-11-30,Cyber Security,16,Completed,84.9
EMP11725,2023-06-10,Communication Skills,16,Completed,77.0
EMP11725,2025-11-01,Power BI Fundamentals,8,Completed,100.0
EMP11725,2025-04-18,Cyber Security,24,Completed,75.0
EMP11725,2023-09-19,Communication Skills,40,Completed,78.4
EMP11725,2024-06-02,Time Management,8,Completed,82.3
EMP11725,2025-02-23,Cyber Security,24,Completed,86.6
EMP11726,2025-03-17,Leadership Essentials,16,Completed,81.4
EMP11727,2026-06-25,Time Management,40,Completed,79.8
EMP11728,2020-06-03,Cyber Security,24,Completed,88.2
EMP11729,2025-06-20,Data Analytics,16,Completed,80.3
EMP11729,2023-08-21,Cyber Security,8,Completed,77.5
EMP11730,2024-06-25,Data Analytics,24,Completed,84.6
EMP11730,2020-05-18,Cyber Security,16,Cancelled,
EMP11731,2024-02-03,Project Management,4,In Progress,
EMP11731,2019-08-22,Power BI Fundamentals,8,Completed,65.0
EMP11731,2020-04-25,Data Analytics,16,Cancelled,
EMP11731,2021-08-14,Cyber Security,24,Completed,73.5
EMP11731,2023-09-07,Communication Skills,8,Completed,65.4
EMP11732,2024-10-27,Advanced Excel,16,Completed,85.5
EMP11733,2026-06-12,Data Analytics,24,Cancelled,
EMP11735,2024-06-01,Power BI Fundamentals,8,Completed,81.0
EMP11735,2021-12-08,Advanced Excel,16,Completed,50.4
EMP11736,2023-09-13,Time Management,24,Completed,81.5
EMP11736,2023-08-18,Cyber Security,16,Completed,86.7
EMP11736,2024-03-13,Customer Handling,24,Completed,99.1
EMP11736,2019-12-16,Power BI Fundamentals,16,Completed,78.1
EMP11736,2019-12-09,Data Analytics,24,Completed,70.0
EMP11736,2022-04-29,Project Management,16,In Progress,
EMP11737,2025-11-12,Communication Skills,8,Cancelled,
EMP11737,2024-06-19,Advanced Excel,8,Completed,72.8
EMP11737,2025-06-08,Advanced Excel,24,In Progress,
EMP11737,2024-12-10,Leadership Essentials,16,In Progress,
EMP11737,2024-11-20,Cyber Security,24,Cancelled,
EMP11738,2022-06-26,Leadership Essentials,16,Completed,57.3
EMP11738,2021-12-23,Time Management,4,Completed,60.8
EMP11738,2020-01-20,Data Analytics,16,Cancelled,
EMP11738,2020-05-16,Leadership Essentials,8,Completed,70.9
EMP11738,2023-09-18,Time Management,40,In Progress,
EMP11738,2023-01-21,Power BI Fundamentals,16,Completed,69.1
EMP11740,2025-12-04,Advanced Excel,4,Completed,88.0
EMP11742,2021-07-30,Time Management,40,Completed,67.4
EMP11742,2021-04-21,Cyber Security,24,Completed,76.4
EMP11742,2023-05-27,Leadership Essentials,24,Cancelled,
EMP11742,2023-06-08,Data Analytics,24,Completed,84.2
EMP11745,2023-02-25,Sales Negotiation,4,In Progress,
EMP11746,2020-11-22,Project Management,24,Completed,87.9
EMP11746,2020-02-07,Data Analytics,40,Completed,81.8
EMP11746,2021-09-17,Communication Skills,24,Completed,90.6
EMP11746,2020-10-29,Communication Skills,16,Completed,81.8
EMP11747,2022-04-25,Customer Handling,8,Completed,80.8
EMP11747,2025-06-26,Communication Skills,8,In Progress,
EMP11747,2023-06-18,Power BI Fundamentals,40,Completed,79.0
EMP11748,2026-01-07,COMMUNICATION SKILLS,24,Completed,64.9
EMP11748,2025-06-10,Cyber Security,40,In Progress,
EMP11748,2025-06-02,Customer Handling,16,Completed,91.4
EMP11748,2021-07-13,Leadership Essentials,16,Completed,96.7
EMP11749,2025-11-03,Customer Handling,8,Completed,94.5
EMP11749,2024-09-02,Advanced Excel,24,Completed,68.6
EMP11750,2024-01-02,Data Analytics,40,Completed,89.3
EMP11750,2022-02-20,Leadership Essentials,16,Completed,81.1
EMP11751,2024-12-16,Time Management,24,Completed,67.9
EMP11752,2026-05-16,Advanced Excel,8,Completed,73.6
EMP11752,2026-04-27,Advanced Excel,24,Completed,87.5
EMP11754,2023-11-03,Sales Negotiation,8,Completed,76.4
EMP11754,2021-07-04,Time Management,24,Completed,95.7
EMP11756,2024-06-01,Advanced Excel,24,In Progress,
EMP11756,2025-10-19,Advanced Excel,24,In Progress,
EMP11756,2024-08-24,Data Analytics,16,Completed,75.0
EMP11756,2026-04-21,Customer Handling,8,In Progress,
EMP11757,2024-04-02,Customer Handling,8,Completed,73.7
EMP11758,2023-04-09,Data Analytics,24,In Progress,
EMP11758,2021-11-04,Advanced Excel,8,No Show,
EMP11759,2024-03-12,Advanced Excel,16,In Progress,
EMP11760,2025-10-08,Sales Negotiation,8,No Show,
EMP11761,2025-07-17,Project Management,16,Cancelled,
EMP11761,2024-12-01,Communication Skills,8,Completed,85.9
EMP11761,2024-02-16,Cyber Security,8,Completed,72.0
EMP11761,2025-08-30,Advanced Excel,16,Completed,71.0
EMP11762,2021-07-17,Sales Negotiation,8,Completed,76.2
EMP11762,2022-03-15,Leadership Essentials,8,Completed,80.8
EMP11765,2024-03-14,Cyber Security,40,Completed,100.0
EMP11766,2024-03-27,Advanced Excel,24,In Progress,
EMP11767,2022-09-28,Sales Negotiation,8,Completed,56.6
EMP11767,2023-03-10,Advanced Excel,8,Completed,60.4
EMP11768,2025-10-04,Communication Skills,4,In Progress,
EMP11769,2023-08-09,Cyber Security,8,Completed,95.9
EMP11769,2021-09-09,Cyber Security,8,Completed,69.7
EMP11770,2024-05-18,Project Management,16,In Progress,
EMP11770,2020-10-12,Sales Negotiation,24,Completed,79.0
EMP11770,2021-11-30,Data Analytics,16,Completed,70.6
EMP11770,2023-07-08,Data Analytics,40,Completed,78.7
EMP11771,2025-08-16,Customer Handling,4,Completed,58.3
EMP11771,2024-09-28,Leadership Essentials,16,Completed,88.3
EMP11771,2021-04-17,Data Analytics,16,Completed,64.1
EMP11771,2024-06-06,Time Management,16,Completed,94.9
EMP11771,2021-08-15,Time Management,24,Completed,77.7
EMP11772,2022-01-02,Leadership Essentials,16,Completed,76.8
EMP11772,2025-09-22,Advanced Excel,16,Completed,52.0
EMP11772,2022-12-11,Project Management,4,Completed,83.7
EMP11773,2023-05-26,Project Management,8,Completed,71.6
EMP11774,2026-02-08,SALES NEGOTIATION,8,Completed,90.7
EMP11775,2024-03-29,Time Management,8,In Progress,
EMP11775,2022-10-31,Time Management,16,In Progress,
EMP11775,2022-09-13,Power BI Fundamentals,8,Completed,90.6
EMP11777,2025-12-13,Leadership Essentials,24,Completed,61.6
EMP11777,2025-03-30,Data Analytics,24,Cancelled,
EMP11778,2021-07-03,Power BI Fundamentals,24,Completed,53.3
EMP11778,2022-01-07,Customer Handling,4,In Progress,
EMP11778,2022-11-17,Advanced Excel,4,Cancelled,
EMP11778,2022-06-06,Communication Skills,8,Cancelled,
EMP11778,2024-10-01,Time Management,24,In Progress,
EMP11779,2024-08-24,Leadership Essentials,24,Cancelled,
EMP11779,2026-05-06,Power BI Fundamentals,4,Completed,53.6
EMP11782,2022-04-21,Leadership Essentials,16,Completed,85.9
EMP11782,2022-02-03,Power BI Fundamentals,16,Completed,89.4
EMP11782,2020-11-30,Power BI Fundamentals,8,In Progress,
EMP11783,2024-05-20,Data Analytics,8,Cancelled,
EMP11783,2021-06-21,Communication Skills,4,In Progress,
EMP11784,2024-11-18,Project Management,40,Completed,68.9
EMP11785,2025-09-30,Advanced Excel,40,Completed,66.9
EMP11786,2024-10-12,Communication Skills,8,Completed,75.6
EMP11787,2021-09-16,Leadership Essentials,8,Completed,77.8
EMP11787,2021-09-28,Project Management,8,Completed,80.8
EMP11787,2020-02-27,Data Analytics,8,Cancelled,
EMP11787,2020-03-26,Communication Skills,16,Completed,80.8
EMP11790,2022-12-08,Advanced Excel,24,In Progress,
EMP11790,2021-12-02,Data Analytics,24,Completed,89.7
EMP11790,2022-11-02,Customer Handling,24,Completed,86.8
EMP11792,2024-07-11,Customer Handling,8,In Progress,
EMP11792,2025-01-27,Sales Negotiation,8,Completed,75.6
EMP11792,2022-06-23,Communication Skills,24,Completed,75.0
EMP11793,2025-04-17,Advanced Excel,8,Completed,76.4
EMP11793,2022-06-15,Project Management,8,No Show,
EMP11793,2022-07-30,Power BI Fundamentals,8,Completed,88.3
EMP11793,2023-10-21,Customer Handling,8,Completed,68.4
EMP11793,2021-11-15,Sales Negotiation,8,Completed,78.5
EMP11793,2021-09-14,Sales Negotiation,8,In Progress,
EMP11794,2025-06-09,Cyber Security,16,Cancelled,
EMP11796,2021-07-14,Power BI Fundamentals,4,In Progress,
EMP11796,2021-09-30,Cyber Security,8,In Progress,
EMP11796,2022-10-28,Communication Skills,8,In Progress,
EMP11797,2026-03-29,Customer Handling,24,Completed,91.0
EMP11797,2024-05-16,Data Analytics,24,In Progress,
EMP11797,2024-06-30,Communication Skills,16,Completed,91.3
EMP11797,2025-11-02,Customer Handling,24,Cancelled,
EMP11797,2024-05-18,Cyber Security,8,Completed,92.5
EMP11798,2025-08-14,Advanced Excel,8,In Progress,
EMP11798,2025-06-17,Time Management,16,No Show,
EMP11798,2025-10-16,Time Management,8,Cancelled,
EMP11799,2025-03-24,Customer Handling,24,Completed,62.2
EMP11800,2026-01-12,Data Analytics,24,Completed,79.4
EMP11802,2022-05-16,Communication Skills,24,No Show,
EMP11802,2025-11-26,Sales Negotiation,4,Completed,61.1
EMP11803,2024-10-10,Cyber Security,4,Completed,68.7
EMP11803,2024-06-26,Sales Negotiation,4,Completed,62.7
EMP11803,2025-02-25,Cyber Security,24,Completed,68.4
EMP11804,2024-09-14,Time Management,4,Completed,56.2
EMP11804,2022-07-02,Customer Handling,16,Completed,55.8
EMP11804,2024-05-11,Project Management,4,Completed,83.5
EMP11804,2024-05-03,Time Management,16,In Progress,
EMP11805,2025-05-24,Advanced Excel,8,Cancelled,
EMP11805,2026-05-05,Time Management,8,In Progress,
EMP11806,2026-02-07,Cyber Security,8,Completed,85.9
EMP11806,2026-02-02,Cyber Security,8,Completed,51.4
EMP11806,2026-05-23,Communication Skills,8,Completed,77.8
EMP11807,2025-07-20,Time Management,8,No Show,
EMP11807,2022-03-29,Project Management,24,Completed,64.7
EMP11808,2024-03-09,Project Management,8,Completed,71.1
EMP11809,2023-09-09,Advanced Excel,24,Completed,76.4
EMP11809,2025-07-12,Sales Negotiation,24,In Progress,
EMP11809,2024-06-19,Data Analytics,24,Completed,66.5
EMP11809,2026-02-09,Leadership Essentials,8,Cancelled,
EMP11809,2024-07-26,Power BI Fundamentals,24,Completed,74.9
EMP11809,2023-12-28,Customer Handling,16,Completed,77.7
EMP11810,2021-11-05,Time Management,4,In Progress,
EMP11810,2023-11-04,Cyber Security,24,Completed,75.5
EMP11811,2025-05-03,Customer Handling,16,Completed,67.3
EMP11811,2022-09-03,Time Management,24,Completed,86.6
EMP11811,2021-02-21,Power BI Fundamentals,8,Completed,80.9
EMP11815,2025-10-29,Project Management,24,Completed,90.3
EMP11816,2024-05-28,Cyber Security,16,Completed,71.7
EMP11817,2023-08-19,Leadership Essentials,24,Cancelled,
EMP11819,2024-05-12,Advanced Excel,4,In Progress,
EMP11820,2024-10-15,Data Analytics,24,Completed,93.3
EMP11820,2025-04-23,Project Management,16,Completed,64.8
EMP11820,2024-07-11,Cyber Security,16,No Show,
EMP11821,2022-08-05,Data Analytics,4,No Show,
EMP11821,2022-10-03,Project Management,8,Completed,71.4
EMP11822,2024-10-25,Communication Skills,16,Cancelled,
