Employee_ID,Event_Date,Event_Type,Old_Department_ID,New_Department_ID,Event_Reason
EMP11396,2022-03-13,Joining,,,Initial employment
EMP11397,2021-07-30,Joining,,,Initial employment
EMP11397,2023-04-20,Termination,101.0,101.0,Involuntary exit
EMP11398,2021-04-09,Joining,,,Initial employment
EMP11398,2025-10-16,Promotion,105.0,105.0,Role progression
EMP11398,2024-02-12,Promotion,105.0,105.0,Role progression
EMP11399,2023-11-06,Joining,,,Initial employment
EMP11400,2026-01-10,Joining,,,Initial employment
EMP11401,2021-09-02,Joining,,,Initial employment
EMP11401,2024-04-21,Promotion,107.0,107.0,Role progression
EMP11401,2023-11-22,Promotion,107.0,107.0,Role progression
EMP11401,2022-11-07,Promotion,107.0,107.0,Role progression
EMP11402,2021-08-12,Joining,,,Initial employment
EMP11402,2023-07-31,Promotion,103.0,103.0,Role progression
EMP11402,2024-10-22,Manager Change,103.0,103.0,Reporting-line change
EMP11403,2022-06-16,Joining,,,Initial employment
EMP11403,2023-05-17,Rehire,104.0,104.0,Returned employee
EMP11403,2024-05-07,Leave of Absence,104.0,104.0,Temporary leave
EMP11404,2021-08-09,Joining,,,Initial employment
EMP11404,2023-03-02,Leave of Absence,108.0,108.0,Temporary leave
EMP11405,2021-08-01,Joining,,,Initial employment
EMP11405,2023-10-27,Promotion,104.0,104.0,Role progression
EMP11406,2025-01-11,Joining,,,Initial employment
EMP11407,2022-04-19,Joining,,,Initial employment
EMP11408,2024-11-05,Joining,,,Initial employment
EMP11409,2023-03-15,Joining,,,Initial employment
EMP11410,2022-01-01,Joining,,,Initial employment
EMP11410,2024-11-14,Promotion,105.0,105.0,Role progression
EMP11411,2019-06-28,Joining,,,Initial employment
EMP11412,2025-03-09,Joining,,,Initial employment
EMP11412,2026-05-20,Transfer,107.0,106.0,Business transfer
EMP11412,2026-04-20,REHIRE,107.0,107.0,Returned employee
EMP11413,2024-01-03,Joining,,,Initial employment
EMP11413,2026-03-26,Promotion,108.0,108.0,Role progression
EMP11414,2022-06-11,Joining,,,Initial employment
EMP11415,2020-04-09,Joining,,,Initial employment
EMP11415,2022-11-28,Leave of Absence,104.0,104.0,Temporary leave
EMP11416,2023-11-10,Joining,,,Initial employment
EMP11417,2026-05-02,Joining,,,Initial employment
EMP11418,2022-05-15,Joining,,,Initial employment
EMP11419,2026-04-08,Joining,,,Initial employment
EMP11420,2021-06-03,Joining,,,Initial employment
EMP11420,2025-08-05,Manager Change,107.0,107.0,Reporting-line change
EMP11420,2024-04-23,Manager Change,107.0,107.0,Reporting-line change
EMP11420,2026-05-15,Manager Change,107.0,107.0,Reporting-line change
EMP11421,2025-08-10,Joining,,,Initial employment
EMP11422,2025-05-12,Joining,,,Initial employment
EMP11423,2025-08-24,Joining,,,Initial employment
EMP11424,2022-08-25,Joining,,,Initial employment
EMP11424,2025-11-05,Transfer,101.0,105.0,Business transfer
EMP11424,2023-05-06,Transfer,101.0,105.0,Business transfer
EMP11424,2025-07-20,Resignation,101.0,101.0,Voluntary exit
EMP11425,2023-07-13,Joining,,,Initial employment
EMP11426,2021-08-02,Joining,,,Initial employment
EMP11426,2025-10-19,Resignation,101.0,101.0,Voluntary exit
EMP11427,2021-07-13,Joining,,,Initial employment
EMP11428,2024-04-22,Joining,,,Initial employment
EMP11429,2020-05-08,Joining,,,Initial employment
EMP11430,2023-03-27,Joining,,,Initial employment
EMP11431,2024-05-23,Joining,,,Initial employment
EMP11431,2024-12-13,Manager Change,107.0,107.0,Reporting-line change
EMP11432,2021-12-30,Joining,,,Initial employment
EMP11432,2025-12-15,Leave of Absence,102.0,102.0,Temporary leave
EMP11433,2025-08-08,Joining,,,Initial employment
EMP11434,2026-03-02,Joining,,,Initial employment
EMP11435,2023-12-31,Joining,,,Initial employment
EMP11436,2021-02-01,Joining,,,Initial employment
EMP11437,2025-05-12,Joining,,,Initial employment
EMP11438,2019-02-19,JOINING,,,Initial employment
EMP11438,2022-12-07,Rehire,103.0,103.0,Returned employee
EMP11439,2021-06-24,Joining,,,Initial employment
EMP11440,2020-07-17,Joining,,,Initial employment
EMP11440,2022-04-18,Transfer,101.0,105.0,Business transfer
EMP11441,2021-02-21,Joining,,,Initial employment
EMP11441,2024-12-11,Resignation,102.0,102.0,Voluntary exit
EMP11441,2022-04-07,PROMOTION,102.0,102.0,Role progression
EMP11441,2023-01-13,Promotion,102.0,102.0,Role progression
EMP11442,2025-12-07,Joining,,,Initial employment
EMP11443,2024-08-02,Joining,,,Initial employment
EMP11444,2024-01-06,Joining,,,Initial employment
EMP11444,2026-04-06,Transfer,108.0,106.0,Business transfer
EMP11445,2020-08-06,Joining,,,Initial employment
EMP11445,2022-06-08,Resignation,101.0,101.0,Voluntary exit
EMP11445,2022-11-12,Manager Change,101.0,101.0,Reporting-line change
EMP11446,2022-08-12,Joining,,,Initial employment
EMP11446,2025-06-01,Resignation,104.0,104.0,Voluntary exit
EMP11447,2019-08-24,Joining,,,Initial employment
EMP11448,2024-10-04,Joining,,,Initial employment
EMP11449,2024-04-26,Joining,,,Initial employment
EMP11449,2026-01-26,Promotion,102.0,102.0,Role progression
EMP11450,2019-12-26,Joining,,,Initial employment
EMP11450,2023-03-17,Resignation,103.0,103.0,Voluntary exit
EMP11451,2024-04-14,Joining,,,Initial employment
EMP11452,2019-04-20,Joining,,,Initial employment
EMP11452,2021-06-15,Resignation,101.0,101.0,Voluntary exit
EMP11452,2023-03-18,Promotion,101.0,101.0,Role progression
EMP11452,2021-04-06,Resignation,101.0,101.0,Voluntary exit
EMP11453,2019-07-11,Joining,,,Initial employment
EMP11453,2024-11-20,Promotion,107.0,107.0,Role progression
EMP11453,2021-06-03,Manager Change,107.0,107.0,Reporting-line change
EMP11454,2021-06-22,Joining,,,Initial employment
EMP11454,2026-03-14,Termination,104.0,104.0,Involuntary exit
EMP11455,2022-01-21,Joining,,,Initial employment
EMP11455,2025-08-08,Transfer,107.0,104.0,Business transfer
EMP11456,2021-05-11,Joining,,,Initial employment
EMP11456,2025-05-19,Leave of Absence,106.0,106.0,Temporary leave
EMP11457,2026-02-28,Joining,,,Initial employment
EMP11458,2021-12-19,Joining,,,Initial employment
EMP11458,2025-05-26,Leave of Absence,104.0,104.0,Temporary leave
EMP11458,2024-10-24,Promotion,104.0,104.0,Role progression
EMP11459,2020-10-11,Joining,,,Initial employment
EMP11459,2024-02-27,Transfer,107.0,105.0,Business transfer
EMP11460,2019-02-08,Joining,,,Initial employment
EMP11460,2021-02-02,Termination,103.0,103.0,Involuntary exit
EMP11460,2020-06-06,Transfer,103.0,103.0,Business transfer
EMP11460,2020-03-19,Resignation,103.0,103.0,Voluntary exit
EMP11460,2020-12-09,Manager Change,103.0,103.0,Reporting-line change
EMP11461,2020-09-28,Joining,,,Initial employment
EMP11461,2022-10-29,Manager Change,108.0,108.0,Reporting-line change
EMP11461,2024-09-09,Resignation,108.0,108.0,Voluntary exit
EMP11461,2025-09-22,Transfer,108.0,105.0,Business transfer
EMP11462,2021-11-02,Joining,,,Initial employment
EMP11462,2022-05-14,Rehire,103.0,103.0,Returned employee
EMP11462,2025-04-03,Promotion,103.0,103.0,Role progression
EMP11462,2024-11-12,Manager Change,103.0,103.0,Reporting-line change
EMP11463,2019-02-05,Joining,,,Initial employment
EMP11463,2023-10-22,PROMOTION,101.0,101.0,Role progression
EMP11464,2024-11-18,Joining,,,Initial employment
EMP11465,2022-09-23,Joining,,,Initial employment
EMP11466,2024-06-06,Joining,,,Initial employment
EMP11466,2026-01-06,Transfer,102.0,107.0,Business transfer
EMP11467,2019-06-15,Joining,,,Initial employment
EMP11467,2023-07-28,Transfer,107.0,105.0,Business transfer
EMP11467,2020-10-29,Transfer,107.0,107.0,Business transfer
EMP11468,2025-08-27,Joining,,,Initial employment
EMP11469,2024-02-23,Joining,,,Initial employment
EMP11469,2026-04-01,Termination,102.0,102.0,Involuntary exit
EMP11470,2019-01-31,Joining,,,Initial employment
EMP11470,2021-10-16,Termination,101.0,101.0,Involuntary exit
EMP11471,2019-01-11,Joining,,,Initial employment
EMP11471,2023-11-07,Rehire,106.0,106.0,Returned employee
EMP11471,2020-05-06,Transfer,106.0,103.0,Business transfer
EMP11472,2024-07-04,Joining,,,Initial employment
EMP11472,2025-12-25,Termination,102.0,102.0,Involuntary exit
EMP11473,2024-11-13,Joining,,,Initial employment
EMP11474,2025-11-05,Joining,,,Initial employment
EMP11475,2025-02-17,Joining,,,Initial employment
EMP11476,2020-04-30,Joining,,,Initial employment
EMP11477,2022-07-13,Joining,,,Initial employment
EMP11477,2024-12-13,Transfer,103.0,104.0,Business transfer
EMP11478,2022-12-18,Joining,,,Initial employment
EMP11478,2023-12-02,Promotion,103.0,103.0,Role progression
EMP11479,2025-04-04,Joining,,,Initial employment
EMP11480,2024-04-27,Joining,,,Initial employment
EMP11480,2025-07-25,Resignation,103.0,103.0,Voluntary exit
EMP11481,2024-05-17,Joining,,,Initial employment
EMP11481,2025-10-04,Transfer,104.0,106.0,Business transfer
EMP11481,2025-01-07,Promotion,104.0,104.0,Role progression
EMP11482,2024-01-26,Joining,,,Initial employment
EMP11482,2026-02-18,Promotion,107.0,107.0,Role progression
EMP11483,2023-01-09,Joining,,,Initial employment
EMP11483,2025-02-02,Transfer,103.0,104.0,Business transfer
EMP11484,2022-09-28,Joining,,,Initial employment
EMP11484,2025-03-09,Rehire,104.0,104.0,Returned employee
EMP11484,2023-07-03,Leave of Absence,104.0,104.0,Temporary leave
EMP11485,2021-09-17,Joining,,,Initial employment
EMP11485,2023-02-26,Transfer,106.0,107.0,Business transfer
EMP11486,2021-04-04,Joining,,,Initial employment
EMP11486,2024-01-06,Promotion,102.0,102.0,Role progression
EMP11487,2023-01-02,Joining,,,Initial employment
EMP11487,2023-10-11,Resignation,102.0,102.0,Voluntary exit
EMP11487,2025-08-10,Leave of Absence,102.0,102.0,Temporary leave
EMP11488,2024-11-23,Joining,,,Initial employment
EMP11488,2025-10-20,Promotion,108.0,108.0,Role progression
EMP11489,2025-02-06,Joining,,,Initial employment
EMP11490,2025-02-09,Joining,,,Initial employment
EMP11491,2019-08-14,Joining,,,Initial employment
EMP11491,2024-02-16,Manager Change,105.0,105.0,Reporting-line change
EMP11492,2021-02-15,Joining,,,Initial employment
EMP11492,2023-05-14,Promotion,101.0,101.0,Role progression
EMP11492,2023-07-18,Promotion,101.0,101.0,Role progression
EMP11493,2022-01-17,Joining,,,Initial employment
EMP11494,2020-11-18,Joining,,,Initial employment
EMP11495,2020-06-13,Joining,,,Initial employment
EMP11495,2023-11-30,Transfer,104.0,104.0,Business transfer
EMP11495,2023-11-18,Promotion,104.0,104.0,Role progression
EMP11495,2026-02-23,Transfer,104.0,101.0,Business transfer
EMP11496,2021-08-29,Joining,,,Initial employment
EMP11496,2024-03-26,Promotion,102.0,102.0,Role progression
EMP11496,2024-01-11,TRANSFER,102.0,105.0,Business transfer
EMP11496,2023-11-15,Transfer,102.0,106.0,Business transfer
EMP11496,2023-05-14,Rehire,102.0,102.0,Returned employee
EMP11496,2024-02-19,Manager Change,102.0,102.0,Reporting-line change
EMP11497,2021-07-24,Joining,,,Initial employment
EMP11497,2022-11-15,Transfer,101.0,108.0,Business transfer
EMP11498,2022-11-23,Joining,,,Initial employment
EMP11498,2024-04-17,Manager Change,101.0,101.0,Reporting-line change
EMP11499,2024-11-23,Joining,,,Initial employment
EMP11500,2022-07-18,Joining,,,Initial employment
EMP11500,2023-04-03,Resignation,103.0,103.0,Voluntary exit
EMP11501,2024-06-21,Joining,,,Initial employment
EMP11502,2023-03-07,Joining,,,Initial employment
EMP11502,2024-07-07,Transfer,101.0,102.0,Business transfer
EMP11502,2025-07-19,Rehire,101.0,101.0,Returned employee
EMP11503,2020-11-09,Joining,,,Initial employment
EMP11503,2021-10-31,Promotion,101.0,101.0,Role progression
EMP11503,2026-02-17,Rehire,101.0,101.0,Returned employee
EMP11504,2025-09-06,Joining,,,Initial employment
EMP11505,2019-02-09,Joining,,,Initial employment
EMP11505,2019-09-16,Promotion,104.0,104.0,Role progression
EMP11505,2021-05-11,Rehire,104.0,104.0,Returned employee
EMP11506,2026-05-31,Joining,,,Initial employment
EMP11507,2022-01-10,Joining,,,Initial employment
EMP11507,2024-07-29,Promotion,102.0,102.0,Role progression
EMP11507,2023-07-07,Transfer,102.0,107.0,Business transfer
EMP11507,2025-02-22,Manager Change,102.0,102.0,Reporting-line change
EMP11508,2021-04-24,Joining,,,Initial employment
EMP11508,2023-07-19,Transfer,106.0,103.0,Business transfer
EMP11508,2024-09-05,Transfer,106.0,105.0,Business transfer
EMP11508,2023-08-18,Rehire,106.0,106.0,Returned employee
EMP11509,2023-10-10,Joining,,,Initial employment
EMP11510,2025-02-26,Joining,,,Initial employment
EMP11511,2020-03-22,Joining,,,Initial employment
EMP11511,2020-11-09,Resignation,103.0,103.0,Voluntary exit
EMP11512,2022-05-19,Joining,,,Initial employment
EMP11512,2023-09-25,Transfer,102.0,102.0,Business transfer
EMP11513,2025-10-27,Joining,,,Initial employment
EMP11513,2026-05-13,Promotion,102.0,102.0,Role progression
EMP11514,2022-09-12,Joining,,,Initial employment
EMP11514,2024-12-18,Transfer,105.0,106.0,Business transfer
EMP11514,2026-01-04,Promotion,105.0,105.0,Role progression
EMP11514,2024-03-08,Leave of Absence,105.0,105.0,Temporary leave
EMP11515,2019-08-15,Joining,,,Initial employment
EMP11515,2023-09-19,Leave of Absence,105.0,105.0,Temporary leave
EMP11515,2023-05-11,Transfer,105.0,108.0,Business transfer
EMP11515,2021-05-12,Promotion,105.0,105.0,Role progression
EMP11516,2019-02-17,Joining,,,Initial employment
EMP11516,2021-02-27,Promotion,107.0,107.0,Role progression
EMP11516,2020-11-13,Transfer,107.0,108.0,Business transfer
EMP11516,2023-08-05,Resignation,107.0,107.0,Voluntary exit
EMP11516,2024-01-21,Resignation,107.0,107.0,Voluntary exit
EMP11517,2023-01-02,Joining,,,Initial employment
EMP11517,2026-04-24,Termination,103.0,103.0,Involuntary exit
EMP11518,2024-01-05,Joining,,,Initial employment
EMP11519,2019-07-06,Joining,,,Initial employment
EMP11519,2023-05-15,TRANSFER,102.0,107.0,Business transfer
EMP11519,2021-05-14,Rehire,102.0,102.0,Returned employee
EMP11519,2022-08-18,Promotion,102.0,102.0,Role progression
EMP11519,2022-03-23,Transfer,102.0,108.0,Business transfer
EMP11519,2022-08-25,Transfer,102.0,103.0,Business transfer
EMP11519,2023-06-06,Promotion,102.0,102.0,Role progression
EMP11519,2024-09-30,Transfer,102.0,106.0,Business transfer
EMP11520,2025-07-20,Joining,,,Initial employment
EMP11521,2025-03-21,Joining,,,Initial employment
EMP11522,2025-12-10,Joining,,,Initial employment
EMP11523,2024-04-16,Joining,,,Initial employment
EMP11523,2025-02-28,Transfer,101.0,108.0,Business transfer
EMP11524,2021-04-28,Joining,,,Initial employment
EMP11524,2023-12-13,Termination,104.0,104.0,Involuntary exit
EMP11524,2023-09-04,Transfer,104.0,107.0,Business transfer
EMP11524,2024-04-27,Termination,104.0,104.0,Involuntary exit
EMP11525,2024-07-25,Joining,,,Initial employment
EMP11526,2022-06-06,Joining,,,Initial employment
EMP11526,2024-05-29,Rehire,104.0,104.0,Returned employee
EMP11527,2022-11-14,Joining,,,Initial employment
EMP11527,2024-12-29,Resignation,108.0,108.0,Voluntary exit
EMP11528,2021-09-05,Joining,,,Initial employment
EMP11528,2022-03-31,Manager Change,108.0,108.0,Reporting-line change
EMP11528,2026-01-21,Manager Change,108.0,108.0,Reporting-line change
EMP11529,2023-06-01,Joining,,,Initial employment
EMP11529,2024-06-24,Transfer,104.0,101.0,Business transfer
EMP11530,2021-10-13,Joining,,,Initial employment
EMP11531,2025-02-13,Joining,,,Initial employment
EMP11532,2024-02-25,Joining,,,Initial employment
EMP11532,2024-12-09,Promotion,106.0,106.0,Role progression
EMP11533,2019-09-27,Joining,,,Initial employment
EMP11533,2024-07-04,Promotion,101.0,101.0,Role progression
EMP11533,2020-12-10,Transfer,101.0,106.0,Business transfer
EMP11533,2024-06-24,Leave of Absence,101.0,101.0,Temporary leave
EMP11534,2023-06-19,Joining,,,Initial employment
EMP11535,2019-11-06,Joining,,,Initial employment
EMP11536,2024-08-05,Joining,,,Initial employment
EMP11537,2023-04-24,Joining,,,Initial employment
EMP11537,2026-04-02,Rehire,103.0,103.0,Returned employee
EMP11538,2021-12-31,Joining,,,Initial employment
EMP11539,2023-08-23,Joining,,,Initial employment
EMP11539,2025-09-23,Transfer,102.0,103.0,Business transfer
EMP11540,2025-12-08,Joining,,,Initial employment
EMP11541,2022-12-16,Joining,,,Initial employment
EMP11542,2024-12-07,Joining,,,Initial employment
EMP11542,2025-10-12,Manager Change,107.0,107.0,Reporting-line change
EMP11543,2019-08-08,Joining,,,Initial employment
EMP11543,2022-04-17,Transfer,106.0,102.0,Business transfer
EMP11543,2022-12-08,Resignation,106.0,106.0,Voluntary exit
EMP11544,2019-02-22,Joining,,,Initial employment
EMP11545,2023-10-24,Joining,,,Initial employment
EMP11545,2025-03-02,Manager Change,108.0,108.0,Reporting-line change
EMP11546,2023-01-14,Joining,,,Initial employment
EMP11546,2026-02-10,Transfer,108.0,105.0,Business transfer
EMP11546,2025-12-14,Promotion,108.0,108.0,Role progression
EMP11547,2023-07-25,Joining,,,Initial employment
EMP11547,2026-04-14,Manager Change,102.0,102.0,Reporting-line change
EMP11547,2024-02-12,Promotion,102.0,102.0,Role progression
EMP11548,2022-06-14,Joining,,,Initial employment
EMP11549,2020-12-20,Joining,,,Initial employment
EMP11549,2026-05-18,Resignation,106.0,106.0,Voluntary exit
EMP11550,2020-02-10,Joining,,,Initial employment
EMP11550,2021-11-10,Manager Change,107.0,107.0,Reporting-line change
EMP11550,2025-03-14,Promotion,107.0,107.0,Role progression
EMP11551,2026-04-09,Joining,,,Initial employment
EMP11552,2025-10-05,Joining,,,Initial employment
EMP11553,2025-04-13,Joining,,,Initial employment
EMP11554,2019-03-13,Joining,,,Initial employment
EMP11554,2022-02-20,Manager Change,104.0,104.0,Reporting-line change
EMP11554,2021-08-23,Manager Change,104.0,104.0,Reporting-line change
EMP11555,2024-01-28,Joining,,,Initial employment
EMP11555,2024-09-17,Termination,101.0,101.0,Involuntary exit
EMP11556,2025-02-10,Joining,,,Initial employment
EMP11556,2026-06-15,Rehire,102.0,102.0,Returned employee
EMP11557,2024-08-15,Joining,,,Initial employment
EMP11557,2025-07-22,Transfer,103.0,107.0,Business transfer
EMP11558,2022-05-14,Joining,,,Initial employment
EMP11559,2023-04-17,Joining,,,Initial employment
EMP11560,2020-01-22,Joining,,,Initial employment
EMP11560,2023-11-10,Transfer,106.0,106.0,Business transfer
EMP11560,2023-04-26,Resignation,106.0,106.0,Voluntary exit
EMP11560,2024-04-18,Resignation,106.0,106.0,Voluntary exit
EMP11561,2023-11-27,Joining,,,Initial employment
EMP11561,2024-12-21,Transfer,102.0,105.0,Business transfer
EMP11562,2020-11-29,Joining,,,Initial employment
EMP11563,2022-04-15,Joining,,,Initial employment
EMP11563,2023-12-19,Promotion,101.0,101.0,Role progression
EMP11564,2021-04-06,Joining,,,Initial employment
EMP11564,2024-06-01,Termination,103.0,103.0,Involuntary exit
EMP11565,2023-12-28,Joining,,,Initial employment
EMP11566,2019-12-15,Joining,,,Initial employment
EMP11566,2024-04-15,Promotion,106.0,106.0,Role progression
EMP11566,2020-07-12,Transfer,106.0,103.0,Business transfer
EMP11566,2021-04-12,Leave of Absence,106.0,106.0,Temporary leave
EMP11566,2025-10-01,Transfer,106.0,101.0,Business transfer
EMP11567,2022-07-02,Joining,,,Initial employment
EMP11568,2019-11-04,Joining,,,Initial employment
EMP11568,2023-02-18,Resignation,102.0,102.0,Voluntary exit
EMP11568,2023-06-23,Manager Change,102.0,102.0,Reporting-line change
EMP11568,2023-02-08,Promotion,102.0,102.0,Role progression
EMP11569,2022-02-24,Joining,,,Initial employment
EMP11569,2025-01-03,Transfer,103.0,105.0,Business transfer
EMP11570,2024-05-14,Joining,,,Initial employment
EMP11570,2026-04-11,Transfer,102.0,106.0,Business transfer
EMP11571,2025-05-23,Joining,,,Initial employment
EMP11572,2021-02-04,Joining,,,Initial employment
EMP11573,2020-12-25,Joining,,,Initial employment
EMP11573,2023-08-14,Rehire,106.0,106.0,Returned employee
EMP11573,2022-05-26,Manager Change,106.0,106.0,Reporting-line change
EMP11574,2023-06-08,Joining,,,Initial employment
EMP11574,2025-01-09,Manager Change,107.0,107.0,Reporting-line change
EMP11575,2020-01-18,Joining,,,Initial employment
EMP11575,2024-08-01,Resignation,102.0,102.0,Voluntary exit
EMP11575,2024-07-27,Leave of Absence,102.0,102.0,Temporary leave
EMP11576,2025-09-01,Joining,,,Initial employment
EMP11577,2020-06-08,Joining,,,Initial employment
EMP11577,2022-06-09,Rehire,101.0,101.0,Returned employee
EMP11577,2022-06-12,Manager Change,101.0,101.0,Reporting-line change
EMP11578,2026-05-10,Joining,,,Initial employment
EMP11579,2019-10-03,Joining,,,Initial employment
EMP11579,2024-11-13,Promotion,102.0,102.0,Role progression
EMP11579,2020-09-17,Resignation,102.0,102.0,Voluntary exit
EMP11579,2024-07-11,Resignation,102.0,102.0,Voluntary exit
EMP11579,2025-06-24,Promotion,102.0,102.0,Role progression
EMP11579,2024-10-09,Resignation,102.0,102.0,Voluntary exit
EMP11580,2025-12-22,Joining,,,Initial employment
EMP11581,2019-12-03,Joining,,,Initial employment
EMP11581,2025-01-14,Transfer,104.0,106.0,Business transfer
EMP11581,2025-12-04,Resignation,104.0,104.0,Voluntary exit
EMP11581,2022-11-05,Transfer,104.0,105.0,Business transfer
EMP11582,2024-05-27,Joining,,,Initial employment
EMP11582,2025-08-18,Resignation,108.0,108.0,Voluntary exit
EMP11582,2025-01-04,Promotion,108.0,108.0,Role progression
EMP11583,2020-04-25,Joining,,,Initial employment
EMP11583,2021-02-17,Transfer,101.0,105.0,Business transfer
EMP11583,2021-08-19,Promotion,101.0,101.0,Role progression
EMP11584,2021-06-29,Joining,,,Initial employment
EMP11584,2024-07-08,Promotion,102.0,102.0,Role progression
EMP11584,2025-09-10,Leave of Absence,102.0,102.0,Temporary leave
EMP11584,2023-03-29,Resignation,102.0,102.0,Voluntary exit
EMP11585,2024-06-19,Joining,,,Initial employment
EMP11586,2022-09-13,Joining,,,Initial employment
EMP11586,2026-04-14,Promotion,103.0,103.0,Role progression
EMP11586,2024-01-23,Transfer,103.0,107.0,Business transfer
EMP11587,2024-07-26,Joining,,,Initial employment
EMP11588,2023-10-21,Joining,,,Initial employment
EMP11588,2025-12-16,Termination,103.0,103.0,Involuntary exit
EMP11588,2025-03-28,Promotion,103.0,103.0,Role progression
EMP11588,2024-09-17,Manager Change,103.0,103.0,Reporting-line change
EMP11589,2019-04-19,Joining,,,Initial employment
EMP11589,2024-12-15,Manager Change,103.0,103.0,Reporting-line change
EMP11589,2021-11-25,Manager Change,103.0,103.0,Reporting-line change
EMP11589,2021-04-14,Resignation,103.0,103.0,Voluntary exit
EMP11590,2019-11-24,Joining,,,Initial employment
EMP11590,2024-03-23,Promotion,108.0,108.0,Role progression
EMP11590,2021-10-24,Transfer,108.0,104.0,Business transfer
EMP11590,2024-07-01,Transfer,108.0,106.0,Business transfer
EMP11591,2023-12-05,Joining,,,Initial employment
EMP11591,2026-05-13,Leave of Absence,107.0,107.0,Temporary leave
EMP11592,2019-11-11,Joining,,,Initial employment
EMP11592,2025-01-14,Transfer,103.0,108.0,Business transfer
EMP11592,2021-03-07,Promotion,103.0,103.0,Role progression
EMP11592,2022-08-03,Promotion,103.0,103.0,Role progression
EMP11593,2022-02-08,Joining,,,Initial employment
EMP11593,2022-11-17,Rehire,108.0,108.0,Returned employee
EMP11593,2022-09-28,Promotion,108.0,108.0,Role progression
EMP11594,2021-02-19,Joining,,,Initial employment
EMP11595,2023-03-01,Joining,,,Initial employment
EMP11596,2019-06-05,Joining,,,Initial employment
EMP11596,2025-03-06,Termination,102.0,102.0,Involuntary exit
EMP11596,2025-01-15,Manager Change,102.0,102.0,Reporting-line change
EMP11596,2020-05-19,Transfer,102.0,102.0,Business transfer
EMP11597,2023-02-05,Joining,,,Initial employment
EMP11597,2026-02-13,Transfer,103.0,105.0,Business transfer
EMP11598,2023-09-21,Joining,,,Initial employment
EMP11598,2025-02-21,Resignation,101.0,101.0,Voluntary exit
EMP11598,2024-12-27,Manager Change,101.0,101.0,Reporting-line change
EMP11599,2021-06-05,Joining,,,Initial employment
EMP11600,2020-12-22,Joining,,,Initial employment
EMP11601,2021-07-01,Joining,,,Initial employment
EMP11601,2024-01-09,Manager Change,102.0,102.0,Reporting-line change
EMP11602,2021-05-20,Joining,,,Initial employment
EMP11603,2019-01-13,Joining,,,Initial employment
EMP11603,2023-01-07,Leave of Absence,106.0,106.0,Temporary leave
EMP11604,2026-04-09,Joining,,,Initial employment
EMP11605,2020-05-12,Joining,,,Initial employment
EMP11605,2025-05-19,Transfer,107.0,103.0,Business transfer
EMP11605,2021-08-10,Transfer,107.0,106.0,Business transfer
EMP11606,2023-10-23,Joining,,,Initial employment
EMP11606,2026-02-14,Termination,104.0,104.0,Involuntary exit
EMP11607,2025-04-04,Joining,,,Initial employment
EMP11607,2026-05-27,Promotion,107.0,107.0,Role progression
EMP11608,2022-01-22,Joining,,,Initial employment
EMP11608,2026-01-09,Transfer,104.0,106.0,Business transfer
EMP11608,2022-11-21,Manager Change,104.0,104.0,Reporting-line change
EMP11608,2023-08-17,Manager Change,104.0,104.0,Reporting-line change
EMP11609,2022-04-09,Joining,,,Initial employment
EMP11609,2026-05-20,Termination,104.0,104.0,Involuntary exit
EMP11610,2024-06-27,Joining,,,Initial employment
EMP11611,2026-04-07,Joining,,,Initial employment
EMP11612,2026-06-01,Joining,,,Initial employment
EMP11613,2023-07-06,Joining,,,Initial employment
EMP11613,2025-05-23,Promotion,102.0,102.0,Role progression
EMP11614,2023-05-10,Joining,,,Initial employment
EMP11614,2024-05-14,Resignation,101.0,101.0,Voluntary exit
EMP11614,2024-06-19,Promotion,101.0,101.0,Role progression
EMP11615,2023-01-30,Joining,,,Initial employment
EMP11616,2026-04-29,Joining,,,Initial employment
EMP11617,2019-05-23,Joining,,,Initial employment
EMP11617,2024-02-21,Promotion,105.0,105.0,Role progression
EMP11618,2022-05-09,Joining,,,Initial employment
EMP11618,2023-10-27,Promotion,104.0,104.0,Role progression
EMP11619,2025-12-01,Joining,,,Initial employment
EMP11620,2020-07-18,Joining,,,Initial employment
EMP11620,2025-03-12,Promotion,103.0,103.0,Role progression
EMP11620,2021-03-03,MANAGER CHANGE,103.0,103.0,Reporting-line change
EMP11620,2025-01-29,Rehire,103.0,103.0,Returned employee
EMP11621,2025-11-23,Joining,,,Initial employment
EMP11622,2025-08-28,Joining,,,Initial employment
EMP11623,2023-09-12,Joining,,,Initial employment
EMP11623,2025-09-27,Transfer,107.0,107.0,Business transfer
EMP11624,2020-02-21,Joining,,,Initial employment
EMP11624,2022-11-03,Resignation,108.0,108.0,Voluntary exit
EMP11624,2024-01-28,Rehire,108.0,108.0,Returned employee
EMP11624,2024-12-26,Transfer,108.0,108.0,Business transfer
EMP11625,2024-01-23,Joining,,,Initial employment
EMP11626,2025-06-13,Joining,,,Initial employment
EMP11626,2026-05-13,Transfer,102.0,101.0,Business transfer
EMP11627,2026-05-20,Joining,,,Initial employment
EMP11628,2023-09-14,Joining,,,Initial employment
EMP11628,2024-07-28,Resignation,101.0,101.0,Voluntary exit
EMP11629,2022-10-22,Joining,,,Initial employment
EMP11630,2021-12-03,Joining,,,Initial employment
EMP11630,2022-11-15,Manager Change,103.0,103.0,Reporting-line change
EMP11630,2024-11-19,Manager Change,103.0,103.0,Reporting-line change
EMP11631,2024-02-10,Joining,,,Initial employment
