Employee_ID,Review_Date,Performance_Rating,Performance_Category,Review_Type
EMP11782,2023-12-31,3.6,Outstanding,Mid-Year
EMP11782,2024-06-30,3.5,Outstanding,Annual
EMP11782,2024-12-31,4.1,Meets Expectations,Mid-Year
EMP11782,2025-06-30,3.7,Meets Expectations,Mid-Year
EMP11782,2025-12-31,3.4,Exceeds Expectations,Annual
EMP11782,2026-06-30,3.8,Meets Expectations,Mid-Year
EMP11783,2019-12-31,2.9,Meets Expectations,Mid-Year
EMP11783,2020-06-30,3.0,Meets Expectations,Annual
EMP11783,2020-12-31,2.1,Meets Expectations,Annual
EMP11783,2021-06-30,2.6,Needs Improvement,Annual
EMP11783,2021-12-31,3.4,Exceeds Expectations,Annual
EMP11783,2022-06-30,3.4,Meets Expectations,Mid-Year
EMP11783,2022-12-31,3.5,Meets Expectations,Annual
EMP11783,2023-06-30,2.8,Meets Expectations,Mid-Year
EMP11783,2023-12-31,3.0,Meets Expectations,Annual
EMP11783,2024-06-30,2.8,Exceeds Expectations,Mid-Year
EMP11783,2024-12-31,2.9,Meets Expectations,Annual
EMP11783,2025-06-30,3.9,Meets Expectations,Annual
EMP11783,2025-12-31,2.1,Meets Expectations,Mid-Year
EMP11783,2026-06-30,3.6,Exceeds Expectations,Mid-Year
EMP11784,2025-06-30,3.2,Exceeds Expectations,Mid-Year
EMP11784,2025-12-31,2.8,Meets Expectations,Annual
EMP11784,2026-06-30,2.8,Meets Expectations,Mid-Year
EMP11785,2024-12-31,4.0,Exceeds Expectations,Mid-Year
EMP11785,2025-06-30,2.5,Meets Expectations,Annual
EMP11785,2025-12-31,2.9,Meets Expectations,Annual
EMP11785,2026-06-30,2.6,Outstanding,Mid-Year
EMP11786,2024-06-30,2.6,Needs Improvement,Mid-Year
EMP11786,2024-12-31,3.5,Exceeds Expectations,Annual
EMP11786,2025-06-30,3.0,Exceeds Expectations,Annual
EMP11786,2025-12-31,3.4,Exceeds Expectations,Annual
EMP11786,2026-06-30,3.0,Meets Expectations,Mid-Year
EMP11787,2020-06-30,4.0,Meets Expectations,Annual
EMP11787,2020-12-31,3.8,Exceeds Expectations,Mid-Year
EMP11787,2021-06-30,3.1,Exceeds Expectations,Mid-Year
EMP11787,2021-12-31,2.5,Needs Improvement,Mid-Year
EMP11787,2022-06-30,3.8,Meets Expectations,Annual
EMP11787,2022-12-31,3.5,Meets Expectations,Mid-Year
EMP11787,2023-06-30,2.5,Exceeds Expectations,Annual
EMP11787,2023-12-31,3.4,Meets Expectations,Annual
EMP11787,2024-06-30,3.5,Outstanding,Mid-Year
EMP11787,2024-12-31,3.9,Exceeds Expectations,Mid-Year
EMP11787,2025-06-30,3.6,Meets Expectations,Annual
EMP11787,2025-12-31,3.6,Needs Improvement,Mid-Year
EMP11787,2026-06-30,3.6,Meets Expectations,Mid-Year
EMP11789,2025-06-30,3.5,Meets Expectations,Annual
EMP11789,2025-12-31,3.4,Exceeds Expectations,Annual
EMP11789,2026-06-30,2.8,Exceeds Expectations,Annual
EMP11790,2020-12-31,2.8,Meets Expectations,Annual
EMP11790,2021-06-30,2.3,Meets Expectations,Annual
EMP11790,2021-12-31,2.8,Exceeds Expectations,Annual
EMP11790,2022-06-30,3.2,Outstanding,Annual
EMP11790,2022-12-31,3.2,Meets Expectations,Mid-Year
EMP11790,2023-06-30,2.9,Meets Expectations,Annual
EMP11790,2023-12-31,3.4,Exceeds Expectations,Annual
EMP11790,2024-06-30,2.7,Meets Expectations,Mid-Year
EMP11790,2024-12-31,3.8,Meets Expectations,Annual
EMP11790,2025-06-30,3.5,Meets Expectations,Mid-Year
EMP11790,2025-12-31,3.3,Meets Expectations,Mid-Year
EMP11790,2026-06-30,2.7,Meets Expectations,Mid-Year
EMP11791,2022-12-31,4.4,Meets Expectations,Mid-Year
EMP11791,2023-06-30,2.8,Outstanding,Mid-Year
EMP11791,2023-12-31,3.7,Meets Expectations,Annual
EMP11791,2024-06-30,3.2,Exceeds Expectations,Annual
EMP11791,2024-12-31,3.2,Meets Expectations,Mid-Year
EMP11791,2025-06-30,1.3,Needs Improvement,Annual
EMP11791,2025-12-31,2.3,Exceeds Expectations,Mid-Year
EMP11791,2026-06-30,2.9,Meets Expectations,Annual
EMP11792,2021-12-31,3.4,Exceeds Expectations,Annual
EMP11792,2022-06-30,3.5,Meets Expectations,Annual
EMP11792,2022-12-31,3.6,Exceeds Expectations,Annual
EMP11792,2023-06-30,3.8,Meets Expectations,Mid-Year
EMP11792,2023-12-31,2.8,Exceeds Expectations,Annual
EMP11792,2024-06-30,2.6,Meets Expectations,Annual
EMP11792,2024-12-31,3.0,Meets Expectations,Annual
EMP11792,2025-06-30,2.5,Exceeds Expectations,Mid-Year
EMP11792,2025-12-31,3.1,Meets Expectations,Mid-Year
EMP11792,2026-06-30,2.3,Outstanding,Mid-Year
EMP11793,2021-06-30,2.6,Meets Expectations,Annual
EMP11793,2021-12-31,3.1,Meets Expectations,Annual
EMP11793,2022-06-30,2.3,Meets Expectations,Annual
EMP11793,2022-12-31,3.3,Outstanding,Mid-Year
EMP11793,2023-06-30,4.0,Meets Expectations,Annual
EMP11793,2023-12-31,2.8,Needs Improvement,Annual
EMP11793,2024-06-30,3.4,Needs Improvement,Annual
EMP11793,2024-12-31,3.0,Meets Expectations,Annual
EMP11793,2025-06-30,2.8,Exceeds Expectations,Annual
EMP11793,2025-12-31,2.5,Needs Improvement,Mid-Year
EMP11793,2026-06-30,2.6,Exceeds Expectations,Annual
EMP11794,2023-12-31,3.3,Needs Improvement,Mid-Year
EMP11794,2024-06-30,2.8,Needs Improvement,Annual
EMP11794,2024-12-31,3.1,Exceeds Expectations,Annual
EMP11794,2025-06-30,2.2,Meets Expectations,Mid-Year
EMP11794,2025-12-31,2.9,Exceeds Expectations,Mid-Year
EMP11794,2026-06-30,3.1,Meets Expectations,Annual
EMP11795,2023-12-31,3.1,Exceeds Expectations,Mid-Year
EMP11795,2024-06-30,3.3,Needs Improvement,Annual
EMP11795,2024-12-31,3.2,Meets Expectations,Annual
EMP11795,2025-06-30,4.2,Exceeds Expectations,Annual
EMP11795,2025-12-31,3.8,Exceeds Expectations,Annual
EMP11795,2026-06-30,2.8,Exceeds Expectations,Mid-Year
EMP11796,2020-06-30,3.8,Exceeds Expectations,Annual
EMP11796,2020-12-31,3.5,Meets Expectations,Mid-Year
EMP11796,2021-06-30,2.3,Needs Improvement,Annual
EMP11796,2021-12-31,2.7,Needs Improvement,Annual
EMP11796,2022-06-30,2.6,Meets Expectations,Mid-Year
EMP11796,2022-12-31,2.4,Meets Expectations,Annual
EMP11796,2023-06-30,2.9,Outstanding,Annual
EMP11796,2023-12-31,2.8,Meets Expectations,Annual
EMP11796,2024-06-30,3.8,Exceeds Expectations,Annual
EMP11796,2024-12-31,3.2,Meets Expectations,Annual
EMP11796,2025-06-30,2.4,Needs Improvement,Mid-Year
EMP11796,2025-12-31,2.3,Needs Improvement,Mid-Year
EMP11796,2026-06-30,3.3,Meets Expectations,Mid-Year
EMP11797,2024-06-30,4.1,Needs Improvement,Mid-Year
EMP11797,2024-12-31,3.1,Meets Expectations,Mid-Year
EMP11797,2025-06-30,3.2,Meets Expectations,Annual
EMP11797,2025-12-31,3.0,Needs Improvement,Mid-Year
EMP11797,2026-06-30,2.9,Meets Expectations,Annual
EMP11798,2025-06-30,3.1,Meets Expectations,Annual
EMP11798,2025-12-31,3.3,Outstanding,Annual
EMP11798,2026-06-30,3.5,Exceeds Expectations,Mid-Year
EMP11799,2024-06-30,3.5,Meets Expectations,Mid-Year
EMP11799,2024-12-31,3.0,Needs Improvement,Mid-Year
EMP11799,2025-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11799,2025-12-31,2.9,Exceeds Expectations,Mid-Year
EMP11799,2026-06-30,3.0,Meets Expectations,Annual
EMP11800,2024-12-31,2.7,Meets Expectations,Mid-Year
EMP11800,2025-06-30,3.2,Outstanding,Mid-Year
EMP11800,2025-12-31,2.8,Needs Improvement,Mid-Year
EMP11800,2026-06-30,4.0,Exceeds Expectations,Mid-Year
EMP11801,2025-06-30,3.3,Meets Expectations,Annual
EMP11801,2025-12-31,4.2,Meets Expectations,Annual
EMP11801,2026-06-30,1.8,Meets Expectations,Annual
EMP11802,2021-12-31,3.9,Meets Expectations,Mid-Year
EMP11802,2022-06-30,3.2,Meets Expectations,Annual
EMP11802,2022-12-31,3.7,Exceeds Expectations,Annual
EMP11802,2023-06-30,3.3,Meets Expectations,Mid-Year
EMP11802,2023-12-31,3.8,Exceeds Expectations,Annual
EMP11802,2024-06-30,2.6,Meets Expectations,Mid-Year
EMP11802,2024-12-31,2.7,Meets Expectations,Mid-Year
EMP11802,2025-06-30,2.5,Outstanding,Mid-Year
EMP11802,2025-12-31,4.1,Meets Expectations,Annual
EMP11802,2026-06-30,2.6,Exceeds Expectations,Mid-Year
EMP11803,2023-12-31,4.3,Outstanding,Mid-Year
EMP11803,2024-06-30,2.8,Outstanding,Annual
EMP11803,2024-12-31,2.6,Meets Expectations,Annual
EMP11803,2025-06-30,3.3,Meets Expectations,Annual
EMP11803,2025-12-31,2.6,Exceeds Expectations,Mid-Year
EMP11803,2026-06-30,3.6,Needs Improvement,Annual
EMP11804,2021-12-31,3.5,Meets Expectations,Mid-Year
EMP11804,2022-06-30,2.8,Meets Expectations,Annual
EMP11804,2022-12-31,3.4,Needs Improvement,Mid-Year
EMP11804,2023-06-30,3.4,Needs Improvement,Mid-Year
EMP11804,2023-12-31,3.5,Meets Expectations,Annual
EMP11804,2024-06-30,3.4,Exceeds Expectations,Mid-Year
EMP11804,2024-12-31,2.9,Meets Expectations,Annual
EMP11804,2025-06-30,3.2,Needs Improvement,Annual
EMP11804,2025-12-31,2.7,Meets Expectations,Mid-Year
EMP11804,2026-06-30,2.8,Meets Expectations,Annual
EMP11805,2024-12-31,3.3,Meets Expectations,Annual
EMP11805,2025-06-30,2.2,Meets Expectations,Mid-Year
EMP11805,2025-12-31,2.9,Meets Expectations,Mid-Year
EMP11805,2026-06-30,2.9,Meets Expectations,Mid-Year
EMP11806,2024-12-31,2.2,Meets Expectations,Annual
EMP11806,2025-06-30,2.8,Needs Improvement,Mid-Year
EMP11806,2025-12-31,3.2,Meets Expectations,Annual
EMP11806,2026-06-30,3.7,Meets Expectations,Mid-Year
EMP11807,2022-06-30,4.4,Meets Expectations,Annual
EMP11807,2022-12-31,2.8,Meets Expectations,Mid-Year
EMP11807,2023-06-30,3.6,Meets Expectations,Annual
EMP11807,2023-12-31,3.3,Exceeds Expectations,Annual
EMP11807,2024-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11807,2024-12-31,2.8,Meets Expectations,Annual
EMP11807,2025-06-30,3.9,Needs Improvement,Annual
EMP11807,2025-12-31,3.2,Meets Expectations,Mid-Year
EMP11807,2026-06-30,3.0,Needs Improvement,Mid-Year
EMP11808,2023-06-30,3.6,Meets Expectations,Annual
EMP11808,2023-12-31,2.9,Meets Expectations,Annual
EMP11808,2024-06-30,4.0,Needs Improvement,Annual
EMP11808,2024-12-31,4.2,Meets Expectations,Annual
EMP11808,2025-06-30,3.5,Exceeds Expectations,Annual
EMP11808,2025-12-31,4.2,Exceeds Expectations,Mid-Year
EMP11808,2026-06-30,4.4,Meets Expectations,Annual
EMP11809,2023-06-30,4.1,Meets Expectations,Annual
EMP11809,2023-12-31,3.5,Exceeds Expectations,Mid-Year
EMP11809,2024-06-30,4.0,Exceeds Expectations,Mid-Year
EMP11809,2024-12-31,4.4,Meets Expectations,Annual
EMP11809,2025-06-30,3.6,Meets Expectations,Mid-Year
EMP11809,2025-12-31,3.6,Meets Expectations,Annual
EMP11809,2026-06-30,3.4,Exceeds Expectations,Mid-Year
EMP11810,2021-06-30,3.0,Meets Expectations,Mid-Year
EMP11810,2021-12-31,3.3,Meets Expectations,Annual
EMP11810,2022-06-30,2.6,Meets Expectations,Annual
EMP11810,2022-12-31,3.0,Meets Expectations,Annual
EMP11810,2023-06-30,2.8,Meets Expectations,Annual
EMP11810,2023-12-31,3.3,Exceeds Expectations,Mid-Year
EMP11810,2024-06-30,2.8,Needs Improvement,Annual
EMP11810,2024-12-31,2.9,Needs Improvement,Mid-Year
EMP11810,2025-06-30,2.9,Outstanding,Mid-Year
EMP11810,2025-12-31,2.6,Meets Expectations,Mid-Year
EMP11810,2026-06-30,2.3,Exceeds Expectations,Mid-Year
EMP11811,2021-06-30,2.9,Needs Improvement,Annual
EMP11811,2021-12-31,3.2,Meets Expectations,Annual
EMP11811,2022-06-30,3.2,Meets Expectations,Annual
EMP11811,2022-12-31,2.4,Exceeds Expectations,Mid-Year
EMP11811,2023-06-30,3.4,Meets Expectations,Mid-Year
EMP11811,2023-12-31,3.2,Exceeds Expectations,Annual
EMP11811,2024-06-30,3.1,Exceeds Expectations,Mid-Year
EMP11811,2024-12-31,2.9,Meets Expectations,Annual
EMP11811,2025-06-30,3.6,Meets Expectations,Annual
EMP11811,2025-12-31,4.3,Meets Expectations,Mid-Year
EMP11811,2026-06-30,2.2,Meets Expectations,Annual
EMP11812,2026-06-30,3.7,Meets Expectations,Mid-Year
EMP11813,2021-06-30,1.7,Exceeds Expectations,Mid-Year
EMP11813,2021-12-31,3.5,Meets Expectations,Annual
EMP11813,2022-06-30,2.2,Meets Expectations,Mid-Year
EMP11813,2022-12-31,2.6,Meets Expectations,Mid-Year
EMP11813,2023-06-30,2.2,Meets Expectations,Annual
EMP11813,2023-12-31,2.9,Meets Expectations,Annual
EMP11813,2024-06-30,2.3,Meets Expectations,Mid-Year
EMP11813,2024-12-31,3.4,Meets Expectations,Mid-Year
EMP11813,2025-06-30,3.1,Outstanding,Annual
EMP11813,2025-12-31,2.4,Meets Expectations,Annual
EMP11813,2026-06-30,2.9,Needs Improvement,Annual
EMP11814,2024-12-31,3.4,Meets Expectations,Mid-Year
EMP11814,2025-06-30,2.5,Exceeds Expectations,Annual
EMP11814,2025-12-31,3.7,Meets Expectations,Mid-Year
EMP11814,2026-06-30,3.3,Exceeds Expectations,Annual
EMP11815,2024-06-30,3.3,Needs Improvement,Annual
EMP11815,2024-12-31,3.5,Exceeds Expectations,Annual
EMP11815,2025-06-30,2.8,Meets Expectations,Annual
EMP11815,2025-12-31,2.7,Needs Improvement,Annual
EMP11815,2026-06-30,2.7,Meets Expectations,Annual
EMP11816,2021-06-30,3.5,Meets Expectations,Mid-Year
EMP11816,2021-12-31,3.7,Exceeds Expectations,Annual
EMP11816,2022-06-30,3.5,Meets Expectations,Annual
EMP11816,2022-12-31,2.4,Meets Expectations,Annual
EMP11816,2023-06-30,4.7,Meets Expectations,Mid-Year
EMP11816,2023-12-31,3.1,Outstanding,Mid-Year
EMP11816,2024-06-30,1.9,Needs Improvement,Annual
EMP11816,2024-12-31,2.6,Meets Expectations,Mid-Year
EMP11816,2025-06-30,3.6,Meets Expectations,Annual
EMP11816,2025-12-31,3.6,Needs Improvement,Mid-Year
EMP11816,2026-06-30,3.7,Meets Expectations,Annual
EMP11817,2022-12-31,2.6,Meets Expectations,Mid-Year
EMP11817,2023-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11817,2023-12-31,3.1,Meets Expectations,Annual
EMP11817,2024-06-30,4.0,Meets Expectations,Annual
EMP11817,2024-12-31,3.2,Meets Expectations,Annual
EMP11817,2025-06-30,3.9,Meets Expectations,Mid-Year
EMP11817,2025-12-31,2.8,Outstanding,Mid-Year
EMP11817,2026-06-30,3.4,Meets Expectations,Annual
EMP11819,2023-12-31,3.3,Meets Expectations,Annual
EMP11819,2024-06-30,2.7,Needs Improvement,Annual
EMP11819,2024-12-31,3.5,Exceeds Expectations,Annual
EMP11819,2025-06-30,3.6,Needs Improvement,Annual
EMP11819,2025-12-31,3.5,Outstanding,Mid-Year
EMP11819,2026-06-30,3.0,Meets Expectations,Annual
EMP11820,2023-12-31,3.5,Meets Expectations,Annual
EMP11820,2024-06-30,2.9,Meets Expectations,Annual
EMP11820,2024-12-31,3.1,Exceeds Expectations,Mid-Year
EMP11820,2025-06-30,4.4,Needs Improvement,Annual
EMP11820,2025-12-31,3.8,Meets Expectations,Annual
EMP11820,2026-06-30,1.8,Meets Expectations,Mid-Year
EMP11821,2021-12-31,2.8,Meets Expectations,Annual
EMP11821,2022-06-30,3.1,Meets Expectations,Annual
EMP11821,2022-12-31,3.5,Meets Expectations,Mid-Year
EMP11821,2023-06-30,3.9,Meets Expectations,Annual
EMP11821,2023-12-31,3.3,Meets Expectations,Annual
EMP11821,2024-06-30,3.0,Meets Expectations,Mid-Year
EMP11821,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP11821,2025-06-30,3.6,Meets Expectations,Mid-Year
EMP11821,2025-12-31,3.7,Exceeds Expectations,Mid-Year
EMP11821,2026-06-30,2.4,Meets Expectations,Mid-Year
EMP11822,2023-06-30,3.5,Meets Expectations,Mid-Year
EMP11822,2023-12-31,2.8,Meets Expectations,Annual
EMP11822,2024-06-30,2.9,Meets Expectations,Mid-Year
EMP11822,2024-12-31,3.8,Meets Expectations,Mid-Year
EMP11822,2025-06-30,2.9,Meets Expectations,Annual
EMP11822,2025-12-31,3.2,Meets Expectations,Annual
EMP11822,2026-06-30,4.0,Exceeds Expectations,Mid-Year
EMP11823,2020-06-30,3.0,Exceeds Expectations,Mid-Year
EMP11823,2020-12-31,3.2,Meets Expectations,Mid-Year
EMP11823,2021-06-30,3.6,Meets Expectations,Annual
EMP11823,2021-12-31,2.9,Needs Improvement,Mid-Year
EMP11823,2022-06-30,4.2,Exceeds Expectations,Mid-Year
EMP11823,2022-12-31,4.0,Meets Expectations,Mid-Year
EMP11823,2023-06-30,3.6,Meets Expectations,Annual
EMP11823,2023-12-31,3.5,Exceeds Expectations,Annual
EMP11823,2024-06-30,3.3,Exceeds Expectations,Annual
EMP11823,2024-12-31,3.0,Meets Expectations,Mid-Year
EMP11823,2025-06-30,3.1,Meets Expectations,Annual
EMP11823,2025-12-31,3.9,Meets Expectations,Annual
EMP11823,2026-06-30,3.3,Outstanding,Annual
EMP11824,2020-12-31,2.5,Needs Improvement,Annual
EMP11824,2021-06-30,3.5,Outstanding,Mid-Year
EMP11824,2021-12-31,3.5,Needs Improvement,Annual
EMP11824,2022-06-30,2.7,Needs Improvement,Annual
EMP11824,2022-12-31,3.1,Outstanding,Annual
EMP11824,2023-06-30,3.8,Exceeds Expectations,Annual
EMP11824,2023-12-31,3.9,Meets Expectations,Annual
EMP11824,2024-06-30,2.5,Exceeds Expectations,Annual
EMP11824,2024-12-31,3.8,Exceeds Expectations,Annual
EMP11824,2025-06-30,2.8,Meets Expectations,Annual
EMP11824,2025-12-31,2.2,Meets Expectations,Annual
EMP11824,2026-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11825,2023-12-31,3.1,Meets Expectations,Mid-Year
EMP11825,2024-06-30,2.5,Meets Expectations,Mid-Year
EMP11825,2024-12-31,2.7,Needs Improvement,Annual
EMP11825,2025-06-30,4.0,Meets Expectations,Mid-Year
EMP11825,2025-12-31,2.9,Meets Expectations,Annual
EMP11825,2026-06-30,3.4,Meets Expectations,Annual
EMP11826,2025-06-30,3.4,Meets Expectations,Annual
EMP11826,2025-12-31,3.1,Meets Expectations,Mid-Year
EMP11826,2026-06-30,2.9,Exceeds Expectations,Annual
EMP11827,2026-06-30,3.0,Meets Expectations,Mid-Year
EMP11828,2021-06-30,2.6,Meets Expectations,Mid-Year
EMP11828,2021-12-31,3.4,Meets Expectations,Annual
EMP11828,2022-06-30,2.7,Meets Expectations,Mid-Year
EMP11828,2022-12-31,2.5,Meets Expectations,Annual
EMP11828,2023-06-30,3.1,Meets Expectations,Mid-Year
EMP11828,2023-12-31,2.6,Needs Improvement,Mid-Year
EMP11828,2024-06-30,3.7,Meets Expectations,Annual
EMP11828,2024-12-31,3.1,Meets Expectations,Annual
EMP11828,2025-06-30,4.0,Meets Expectations,Annual
EMP11828,2025-12-31,2.5,Meets Expectations,Mid-Year
EMP11828,2026-06-30,3.1,Exceeds Expectations,Mid-Year
EMP11829,2023-06-30,3.0,Meets Expectations,Annual
EMP11829,2023-12-31,3.6,Exceeds Expectations,Mid-Year
EMP11829,2024-06-30,4.4,Meets Expectations,Annual
EMP11829,2024-12-31,3.1,Outstanding,Annual
EMP11829,2025-06-30,3.5,Meets Expectations,Annual
EMP11829,2025-12-31,3.6,Meets Expectations,Mid-Year
EMP11829,2026-06-30,2.8,Meets Expectations,Annual
EMP11830,2020-12-31,3.7,Meets Expectations,Annual
EMP11830,2021-06-30,2.9,Meets Expectations,Mid-Year
EMP11830,2021-12-31,2.1,Meets Expectations,Annual
EMP11830,2022-06-30,3.8,Exceeds Expectations,Mid-Year
EMP11830,2022-12-31,3.8,Exceeds Expectations,Mid-Year
EMP11830,2023-06-30,4.0,Meets Expectations,Mid-Year
EMP11830,2023-12-31,2.8,Needs Improvement,Annual
EMP11830,2024-06-30,3.0,Meets Expectations,Annual
EMP11830,2024-12-31,2.9,Meets Expectations,Annual
EMP11830,2025-06-30,3.5,Needs Improvement,Annual
EMP11830,2025-12-31,3.9,Meets Expectations,Annual
EMP11830,2026-06-30,3.1,Meets Expectations,Mid-Year
EMP11831,2023-06-30,4.3,Meets Expectations,Mid-Year
EMP11831,2023-12-31,3.8,Needs Improvement,Mid-Year
EMP11831,2024-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11831,2024-12-31,3.0,Needs Improvement,Mid-Year
EMP11831,2025-06-30,3.3,Meets Expectations,Annual
EMP11831,2025-12-31,3.1,Meets Expectations,Annual
EMP11831,2026-06-30,3.3,Meets Expectations,Mid-Year
EMP11832,2022-12-31,2.9,Meets Expectations,Annual
EMP11832,2023-06-30,3.4,Needs Improvement,Mid-Year
EMP11832,2023-12-31,3.4,Meets Expectations,Mid-Year
EMP11832,2024-06-30,2.5,Exceeds Expectations,Annual
EMP11832,2024-12-31,3.3,Needs Improvement,Mid-Year
EMP11832,2025-06-30,3.4,Exceeds Expectations,Mid-Year
EMP11832,2025-12-31,3.5,Meets Expectations,Mid-Year
EMP11832,2026-06-30,1.6,Exceeds Expectations,Mid-Year
EMP11833,2019-12-31,1.7,Meets Expectations,Mid-Year
EMP11833,2020-06-30,2.5,Needs Improvement,Annual
EMP11833,2020-12-31,2.2,Exceeds Expectations,Annual
EMP11833,2021-06-30,3.2,Exceeds Expectations,Mid-Year
EMP11833,2021-12-31,4.3,Needs Improvement,Annual
EMP11833,2022-06-30,3.5,Meets Expectations,Mid-Year
EMP11833,2022-12-31,4.0,Exceeds Expectations,Mid-Year
EMP11833,2023-06-30,3.2,Meets Expectations,Mid-Year
EMP11833,2023-12-31,2.9,Meets Expectations,Mid-Year
EMP11833,2024-06-30,3.0,Needs Improvement,Mid-Year
EMP11833,2024-12-31,3.5,Exceeds Expectations,Annual
EMP11833,2025-06-30,3.1,Meets Expectations,Mid-Year
EMP11833,2025-12-31,3.9,Needs Improvement,Annual
EMP11833,2026-06-30,3.5,Needs Improvement,Mid-Year
EMP11834,2021-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11834,2021-12-31,2.2,Meets Expectations,Annual
EMP11834,2022-06-30,3.2,Meets Expectations,Annual
EMP11834,2022-12-31,3.0,Meets Expectations,Annual
EMP11834,2023-06-30,2.7,Exceeds Expectations,Mid-Year
EMP11834,2023-12-31,2.6,Outstanding,Annual
EMP11834,2024-06-30,3.0,Exceeds Expectations,Mid-Year
EMP11834,2024-12-31,3.3,Meets Expectations,Annual
EMP11834,2025-06-30,3.2,Meets Expectations,Annual
EMP11834,2025-12-31,3.5,Meets Expectations,Annual
EMP11834,2026-06-30,3.8,Meets Expectations,Annual
EMP11836,2024-12-31,3.0,Meets Expectations,Mid-Year
EMP11836,2025-06-30,2.8,Meets Expectations,Mid-Year
EMP11836,2025-12-31,3.5,Meets Expectations,Mid-Year
EMP11836,2026-06-30,2.3,Meets Expectations,Annual
EMP11837,2022-12-31,2.8,Meets Expectations,Annual
EMP11837,2023-06-30,4.3,Meets Expectations,Mid-Year
EMP11837,2023-12-31,4.5,Outstanding,Mid-Year
EMP11837,2024-06-30,4.2,Meets Expectations,Annual
EMP11837,2024-12-31,3.3,Exceeds Expectations,Mid-Year
EMP11837,2025-06-30,3.8,Meets Expectations,Annual
EMP11837,2025-12-31,3.2,Meets Expectations,Annual
EMP11837,2026-06-30,3.3,Needs Improvement,Mid-Year
EMP11838,2025-06-30,3.1,Meets Expectations,Mid-Year
EMP11838,2025-12-31,2.6,Meets Expectations,Annual
EMP11838,2026-06-30,2.6,Exceeds Expectations,Mid-Year
EMP11839,2024-06-30,3.0,Meets Expectations,Annual
EMP11839,2024-12-31,3.1,Needs Improvement,Mid-Year
EMP11839,2025-06-30,3.8,Needs Improvement,Mid-Year
EMP11839,2025-12-31,3.8,Meets Expectations,Annual
EMP11839,2026-06-30,3.4,Meets Expectations,Annual
EMP11840,2020-12-31,3.1,Outstanding,Mid-Year
EMP11840,2021-06-30,2.5,Needs Improvement,Annual
EMP11840,2021-12-31,2.6,Needs Improvement,Mid-Year
EMP11840,2022-06-30,3.5,Outstanding,Mid-Year
EMP11840,2022-12-31,2.5,Needs Improvement,Mid-Year
EMP11840,2023-06-30,3.0,Needs Improvement,Annual
EMP11840,2023-12-31,2.7,Meets Expectations,Annual
EMP11840,2024-06-30,3.3,Meets Expectations,Mid-Year
EMP11840,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP11840,2025-06-30,2.3,Meets Expectations,Mid-Year
EMP11840,2025-12-31,3.2,Needs Improvement,Mid-Year
EMP11840,2026-06-30,3.2,Needs Improvement,Mid-Year
EMP11841,2024-12-31,2.9,Exceeds Expectations,Annual
EMP11841,2025-06-30,3.4,Exceeds Expectations,Annual
EMP11841,2025-12-31,3.1,Exceeds Expectations,Annual
EMP11841,2026-06-30,3.1,Meets Expectations,Mid-Year
EMP11843,2024-06-30,2.7,Meets Expectations,Mid-Year
EMP11843,2024-12-31,3.6,Meets Expectations,Mid-Year
EMP11843,2025-06-30,3.2,Meets Expectations,Mid-Year
EMP11843,2025-12-31,2.8,Exceeds Expectations,Annual
EMP11843,2026-06-30,3.4,Exceeds Expectations,Mid-Year
EMP11844,2021-06-30,2.9,Exceeds Expectations,Annual
EMP11844,2021-12-31,3.6,Needs Improvement,Mid-Year
EMP11844,2022-06-30,2.0,Meets Expectations,Annual
EMP11844,2022-12-31,3.5,Exceeds Expectations,Annual
EMP11844,2023-06-30,2.7,Meets Expectations,Mid-Year
EMP11844,2023-12-31,3.3,Meets Expectations,Annual
EMP11844,2024-06-30,2.6,Needs Improvement,Annual
EMP11844,2024-12-31,4.1,Meets Expectations,Annual
EMP11844,2025-06-30,3.3,Meets Expectations,Annual
EMP11844,2025-12-31,3.7,Exceeds Expectations,Annual
EMP11844,2026-06-30,2.3,Meets Expectations,Mid-Year
EMP11845,2019-12-31,3.5,Outstanding,Mid-Year
EMP11845,2020-06-30,3.0,Meets Expectations,Mid-Year
EMP11845,2020-12-31,2.8,Meets Expectations,Annual
EMP11845,2021-06-30,2.5,Meets Expectations,Annual
EMP11845,2021-12-31,2.7,Meets Expectations,Mid-Year
EMP11845,2022-06-30,3.2,Exceeds Expectations,Mid-Year
EMP11845,2022-12-31,2.3,Meets Expectations,Annual
EMP11845,2023-06-30,3.9,Meets Expectations,Annual
EMP11845,2023-12-31,2.3,Needs Improvement,Mid-Year
EMP11845,2024-06-30,2.9,Needs Improvement,Mid-Year
EMP11845,2024-12-31,3.0,Meets Expectations,Annual
EMP11845,2025-06-30,3.9,Needs Improvement,Mid-Year
EMP11845,2025-12-31,3.3,Meets Expectations,Annual
EMP11845,2026-06-30,3.3,Needs Improvement,Annual
EMP11846,2021-12-31,2.8,Needs Improvement,Annual
